definition,h,learner,seed,sample,minimum_gap_bp,block_days,n,premium_n,discount_n,days,outcome,group,estimate,lo,hi,bootstrap_valid,p,group_n,group_days
CAP,12,forest20,20260926,full,5,10,275,91,184,74,global_control,premium,-0.06625036833952248,-0.19921994747227564,0.057230495920303395,1.0,0.389,91,41
CAP,12,forest20,20260926,full,5,10,275,91,184,74,total,discount,5.911470129548089,4.926570454733377,7.047512752715323,1.0,0.0005,184,65
CAP,12,forest20,20260926,full,5,10,275,91,184,74,total,premium,10.074869639713507,8.601982160900967,11.904774859046753,1.0,0.0005,91,41
CAP,12,forest20,20260926,full,5,10,275,91,184,74,dominance,discount,5.676019242470813,-6.009655524241534,17.93638997844818,1.0,0.369,184,65
CAP,12,forest20,20260926,full,5,10,275,91,184,74,dominance,premium,1.2447603549192314,-13.692435584808502,14.431871150777788,1.0,0.879,91,41
CAP,12,forest20,20260926,full,0,5,509,202,307,78,local,discount,3.6825905707138036,-2.6260551118715965,10.246591005232998,1.0,0.2505,307,77
CAP,12,forest20,20260926,full,0,5,509,202,307,78,local,premium,5.703632368637268,-0.07418837987885317,11.352771959711893,1.0,0.0505,202,64
CAP,12,forest20,20260926,full,0,5,509,202,307,78,basket_price,discount,0.5188653245052481,-6.211878411420696,7.085831278977325,1.0,0.8705,307,77
CAP,12,forest20,20260926,full,0,5,509,202,307,78,basket_price,premium,0.19064403456438625,-5.502050076310328,6.102675223468375,1.0,0.9495,202,64
CAP,12,forest20,20260926,full,0,5,509,202,307,78,basket_weights,discount,0.002538976713398244,0.0009595942776591619,0.004588995456636736,1.0,0.008,307,77
CAP,12,forest20,20260926,full,0,5,509,202,307,78,basket_weights,premium,-0.00345535570132437,-0.005250169988249564,-0.0019177579653416616,1.0,0.001,202,64
CAP,12,forest20,20260926,full,0,5,509,202,307,78,numeraire,discount,-0.057776569579219506,-0.15084676423421017,0.03446519028132138,1.0,0.2165,307,77
CAP,12,forest20,20260926,full,0,5,509,202,307,78,numeraire,premium,-0.039969633370904235,-0.14372536320885626,0.04911987868508278,1.0,0.4,202,64
CAP,12,forest20,20260926,full,0,5,509,202,307,78,global_control,discount,-0.0040947984011501185,-0.06974334518129276,0.06968375054072003,1.0,0.9165,307,77
CAP,12,forest20,20260926,full,0,5,509,202,307,78,global_control,premium,0.048231381637847646,-0.06761935066740568,0.16622501896050484,1.0,0.4425,202,64
CAP,12,forest20,20260926,full,0,5,509,202,307,78,total,discount,4.142123503952031,3.142489893315759,5.248110604286251,1.0,0.0005,307,77
CAP,12,forest20,20260926,full,0,5,509,202,307,78,total,premium,5.899082795767292,4.8669489993300035,7.288298311859422,1.0,0.0005,202,64
CAP,12,forest20,20260926,full,0,5,509,202,307,78,dominance,discount,3.1637252462085557,-9.633952882162458,16.355827234892594,1.0,0.636,307,77
CAP,12,forest20,20260926,full,0,5,509,202,307,78,dominance,premium,5.512988334072883,-5.861919895179005,16.89169182569762,1.0,0.3585,202,64
CAP,12,forest20,20260926,full,10,5,98,30,68,50,local,discount,9.773599046227856,-1.7066919402917395,20.689156226107773,1.0,0.101,68,42
CAP,12,forest20,20260926,full,10,5,98,30,68,50,local,premium,-6.298332606757968,-15.587381492553083,2.44572714526106,1.0,0.1455,30,21
CAP,12,forest20,20260926,full,10,5,98,30,68,50,basket_price,discount,-1.0244219453349472,-13.091649359019282,11.744177268720314,1.0,0.881,68,42
CAP,12,forest20,20260926,full,10,5,98,30,68,50,basket_price,premium,21.25447578781319,12.29821930638072,31.29336171195703,1.0,0.0005,30,21
CAP,12,forest20,20260926,full,10,5,98,30,68,50,basket_weights,discount,0.004854706817735934,0.0006322510566353812,0.011064034656257524,1.0,0.0615,68,42
CAP,12,forest20,20260926,full,10,5,98,30,68,50,basket_weights,premium,-0.0020264098472096703,-0.003939249369422443,-0.0002950742436054833,1.0,0.0315,30,21
CAP,12,forest20,20260926,full,10,5,98,30,68,50,numeraire,discount,-0.1626061633231004,-0.26462669542371353,-0.05635991287803051,1.0,0.0045,68,42
CAP,12,forest20,20260926,full,10,5,98,30,68,50,numeraire,premium,0.2340498185716722,-0.007721927617866988,0.5285232374109105,1.0,0.0835,30,21
CAP,12,forest20,20260926,full,10,5,98,30,68,50,global_control,discount,0.06063166645364747,-0.045241665013922336,0.1945739903527401,1.0,0.334,68,42
CAP,12,forest20,20260926,full,10,5,98,30,68,50,global_control,premium,-0.036628723458080346,-0.13662151631435318,0.04527826065458221,1.0,0.454,30,21
CAP,12,forest20,20260926,full,10,5,98,30,68,50,total,discount,8.652057310841045,6.857643361177783,10.685371284863264,1.0,0.0005,68,42
CAP,12,forest20,20260926,full,10,5,98,30,68,50,total,premium,15.15153786632165,12.657308754135265,18.32698490832591,1.0,0.0005,30,21
CAP,12,forest20,20260926,full,10,5,98,30,68,50,dominance,discount,10.798020991562803,-13.403006730043705,33.474585273805374,1.0,0.381,68,42
CAP,12,forest20,20260926,full,10,5,98,30,68,50,dominance,premium,-27.55280839457116,-46.743304043040446,-10.332849975531865,1.0,0.0065,30,21
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,local,discount,3.815027528122947,-4.779210163605309,12.280665250480942,1.0,0.36,69,51
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,local,premium,7.377655716388034,-2.5691834831269116,16.003848208309726,1.0,0.1145,40,32
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,basket_price,discount,2.393882273447882,-6.320429576012432,11.699843701749396,1.0,0.581,69,51
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,basket_price,premium,2.1204239405555576,-7.3460397455250845,13.68245492402731,1.0,0.6715,40,32
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,basket_weights,discount,0.003975121662334811,0.0015916988574242953,0.006744064349994143,1.0,0.0035,69,51
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,basket_weights,premium,-0.00525938422599585,-0.008234737319785463,-0.002536943658552829,1.0,0.0015,40,32
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,numeraire,discount,-0.009711604268564036,-0.10945833858986721,0.07722400418570172,1.0,0.8365,69,51
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,numeraire,premium,-0.004370699874914652,-0.20005648930567071,0.18249759733530263,1.0,0.965,40,32
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,global_control,discount,-0.018734036472256337,-0.09538413607142866,0.07840092623198544,1.0,0.6635,69,51
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,global_control,premium,-0.015066623651387256,-0.15915061252140128,0.13269289330331566,1.0,0.8505,40,32
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,total,discount,6.184439282492255,4.117542880633857,8.42367279379035,1.0,0.0005,69,51
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,total,premium,9.473382949191246,7.259941909287657,12.364518417773741,1.0,0.0005,40,32
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,dominance,discount,1.4211452546750662,-16.671145464800663,18.551278931451517,1.0,0.8655,69,51
CAP,12,forest20,20260926,nonoverlap,5,5,109,40,69,71,dominance,premium,5.257231775832475,-16.24653561570294,23.356288209380164,1.0,0.572,40,32
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,local,discount,3.619698823320027,-4.0763794484655635,11.184039879025715,1.0,0.3605,144,58
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,local,premium,6.248862620685231,-1.7302627914812692,15.883046405085318,1.0,0.1655,70,34
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,basket_price,discount,1.4559475451222665,-6.617126107942864,9.861496386832817,1.0,0.72,144,58
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,basket_price,premium,2.8359651338094185,-5.994851702373289,10.74737434651085,1.0,0.513,70,34
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,basket_weights,discount,0.0037798641813051224,0.001272961942238896,0.00709059007212012,1.0,0.014,144,58
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,basket_weights,premium,-0.004089887537427482,-0.007607595384266022,-0.0011905476205796438,1.0,0.014,70,34
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,numeraire,discount,-0.027653769505113803,-0.11378228698572662,0.06287077688857409,1.0,0.54,144,58
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,numeraire,premium,-0.06720475722377794,-0.21898788670166636,0.06237975367461502,1.0,0.3405,70,34
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,global_control,discount,0.015534462465541478,-0.055304986538808984,0.10947009698504648,1.0,0.718,144,58
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,global_control,premium,-0.07571521210064332,-0.2455483537271939,0.08609432598175033,1.0,0.409,70,34
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,total,discount,5.067306925584043,3.846741949159795,6.43126338956808,1.0,0.0005,144,58
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,total,premium,8.937817897632748,7.4194681018467925,11.26384815225192,1.0,0.0005,70,34
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,dominance,discount,2.163751278197761,-13.75832401146797,17.993897900305928,1.0,0.7975,144,58
CAP,12,forest20,20260926,overlap,5,5,214,70,144,71,dominance,premium,3.412897486875814,-12.34964935450965,21.931169421284366,1.0,0.7015,70,34
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,local,discount,0.9916445252255972,-5.159495874153236,10.47878559621692,1.0,0.7785,37,19
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,local,premium,1.511310638741517,-9.641839491465552,15.67247011853481,1.0,0.793,28,14
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,basket_price,discount,7.064047821555777,-2.8879335891770235,13.538232550497554,1.0,0.0815,37,19
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,basket_price,premium,8.268336681884964,-4.877335284972522,21.71411212551716,1.0,0.181,28,14
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,basket_weights,discount,0.0003250619626956936,-0.0028703184132569935,0.003223286169558735,1.0,0.8155,37,19
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,basket_weights,premium,-0.007358219848813291,-0.01567625548481316,-0.001342771075219624,1.0,0.0485,28,14
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,numeraire,discount,-0.0376953515695064,-0.1541731587047167,0.10426243388446463,1.0,0.4935,37,19
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,numeraire,premium,0.00025135424572259827,-0.32226361498835976,0.19804687450406455,1.0,0.998,28,14
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,global_control,discount,-0.08729147262519629,-0.19256978118726714,0.13224837714800824,1.0,0.2365,37,19
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,global_control,premium,-0.025633210215335423,-0.1196216476715653,0.10765948290440874,1.0,0.611,28,14
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,total,discount,7.93103058454914,6.275933185603774,9.88871079849127,1.0,0.0005,37,19
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,total,premium,9.746907244808172,7.5604522715232365,14.48351597579847,1.0,0.0005,28,14
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,dominance,discount,-6.072403296330181,-18.299824601183843,13.228255195855764,1.0,0.4195,37,19
CAP,12,forest20,20260926,2025-12,5,5,65,28,37,22,dominance,premium,-6.757026043143446,-30.743234836987117,20.220808962695724,1.0,0.5445,28,14
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,local,discount,7.044550518142687,-1.9493151474922403,15.734595341973444,1.0,0.109,147,46
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,local,premium,7.581278272064372,-2.450139893426538,17.349086086812804,1.0,0.129,63,27
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,basket_price,discount,-1.588554669468512,-10.73811871753477,8.04289845834026,1.0,0.7365,147,46
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,basket_price,premium,2.7801684068950596,-7.021549820815796,13.04727021345946,1.0,0.57,63,27
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,basket_weights,discount,0.0035490467578660305,0.0013326352727942236,0.006850155760024602,1.0,0.017,147,46
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,basket_weights,premium,-0.002645536270433217,-0.004649620649255279,-0.0006367413815031898,1.0,0.014,63,27
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,numeraire,discount,-0.07210303936334991,-0.17154610764147937,0.015947826349028957,1.0,0.141,147,46
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,numeraire,premium,-0.053867999956043036,-0.21502726610348763,0.09777601417689179,1.0,0.5085,63,27
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,global_control,discount,0.015703533104949586,-0.06255874595749314,0.11218096572472931,1.0,0.733,147,46
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,global_control,premium,-0.08430243861693894,-0.29279136306936865,0.10458713815349362,1.0,0.481,63,27
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,total,discount,5.403145389173677,4.097691465914943,6.993554034805763,1.0,0.0005,147,46
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,total,premium,10.220630704115878,8.18011068189603,12.816760964351358,1.0,0.0005,63,27
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,dominance,discount,8.6331051876112,-9.959219403335322,26.427679987116463,1.0,0.3265,147,46
CAP,12,forest20,20260926,without_2025-12,5,5,210,63,147,52,dominance,premium,4.8011098651693125,-15.304421138606097,24.245815457006636,1.0,0.625,63,27
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,local,discount,9.847722526362404,-5.341274611995617,25.300097677344436,1.0,0.1985,64,18
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,local,premium,15.5002348925567,-13.11615589708843,28.862842736141015,1.0,0.1465,14,6
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,basket_price,discount,-5.170691154031877,-20.574385087212423,10.569152036538314,1.0,0.4885,64,18
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,basket_price,premium,-7.4207614807608495,-21.121032011925813,22.269489263083305,1.0,0.549,14,6
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,basket_weights,discount,0.0028431147032798817,0.0006493725698373556,0.005200877512541978,1.0,0.018,64,18
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,basket_weights,premium,-0.00503381165986287,-0.012568984154148246,-0.0005913240272267898,1.0,0.0755,14,6
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,numeraire,discount,-0.052919059995709915,-0.19252268125916416,0.0646772384992946,1.0,0.428,64,18
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,numeraire,premium,-0.18251172112164632,-0.7076813220724076,0.2249338946847167,1.0,0.327,14,6
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,global_control,discount,0.026503051587418516,-0.11536123574725168,0.28704843565441723,1.0,0.7725,64,18
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,global_control,premium,-0.41193314467283637,-0.8292510363348603,0.4958109343121019,1.0,0.299,14,6
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,total,discount,4.653458478625694,3.3901093350328404,6.886179815313157,1.0,0.0005,64,18
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,total,premium,7.479994734341121,5.454597588092485,10.674525832253114,1.0,0.0005,14,6
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,dominance,discount,15.018413680394286,-15.577623296285095,45.70004033954734,1.0,0.3185,64,18
CAP,12,forest20,20260926,2026-01,5,5,78,14,64,19,dominance,premium,22.920996373317543,-35.385645160171734,49.821896487546354,1.0,0.2865,14,6
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,local,discount,3.6832127659427356,-3.8734706238117695,10.956274877790372,1.0,0.329,120,47
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,local,premium,3.934207019857454,-3.9607323383577917,12.17494708788324,1.0,0.321,77,35
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,basket_price,discount,2.9898038903644393,-5.251903282826554,11.744070910698703,1.0,0.481,120,47
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,basket_price,premium,6.630580486465191,-1.0894509760575415,14.326097071619547,1.0,0.0895,77,35
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,basket_weights,discount,0.0029314818751344563,0.0004544940901891724,0.007042612485997467,1.0,0.0765,120,47
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,basket_weights,premium,-0.003925007500856945,-0.0070486366502804315,-0.0011330801442226844,1.0,0.013,77,35
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,numeraire,discount,-0.0717254579563228,-0.18229483222702644,0.03040195824531754,1.0,0.1775,120,47
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,numeraire,premium,-0.010798467307109491,-0.15366294541661477,0.10510947732767559,1.0,0.872,77,35
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,global_control,discount,-0.02181300351916215,-0.09139887868990883,0.06009620434383615,1.0,0.5495,120,47
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,global_control,premium,-0.003398954460738114,-0.05638383264985796,0.054457053660222424,1.0,0.9,77,35
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,total,discount,6.582409676706701,5.029416861963124,8.282827616251515,1.0,0.0005,120,47
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,total,premium,10.546665077053941,8.68716052546598,12.927604601984026,1.0,0.0005,77,35
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,dominance,discount,0.6934088755782984,-15.6638436848435,16.08205046007337,1.0,0.9315,120,47
CAP,12,forest20,20260926,without_2026-01,5,5,197,77,120,55,dominance,premium,-2.6963734666077346,-18.209526914844076,13.031320335323567,1.0,0.742,77,35
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,local,discount,-6.414572260149307,-20.77037758133543,8.203460209645023,1.0,0.4035,31,14
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,local,premium,3.1933044534819808,-13.254251698984035,15.257943385134718,1.0,0.615,27,13
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,basket_price,discount,13.650856240914136,-1.6232587169608579,29.97413376089076,1.0,0.0915,31,14
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,basket_price,premium,6.532374363718005,-5.918578177047751,23.49728700166287,1.0,0.3375,27,13
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,basket_weights,discount,0.008727354642034599,0.0008522333136914187,0.02382474806759657,1.0,0.111,31,14
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,basket_weights,premium,-0.003019152958223815,-0.006843632106527409,0.001206701077057238,1.0,0.141,27,13
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,numeraire,discount,0.07467101150649132,-0.13834656671253565,0.2685176032485943,1.0,0.516,31,14
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,numeraire,premium,0.026342751523872443,-0.06409142348520869,0.14841829765513145,1.0,0.6005,27,13
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,global_control,discount,0.019749163381703377,-0.12551686586350605,0.18841126339134565,1.0,0.69,31,14
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,global_control,premium,0.06235615475157125,-0.05468472807672158,0.16789257519892448,1.0,0.2315,27,13
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,total,discount,7.339431510294769,4.588050817551301,12.032274427053558,1.0,0.003,31,14
CAP,12,forest20,20260926,2026-02,5,5,58,27,31,19,total,premium,9.811358570517234,7.703659627559337,13.403849137047132,1.0,0.001,27,13
