method,scope,algorithm,scenario,period,n,zero_mse,probe_mse,past_mean_mse,skill_vs_zero,skill_vs_past_mean
pca_1,all_references,ridge,clock_NY_macro_end1h_quote,all,906,97.74484262511619,53.216477959777414,103.02291860838967,0.45555717794871065,0.48345010334968586
pca_1,all_references,ridge,clock_NY_macro_end1h_quote,2026-01,346,69.39437007320736,56.581079401844136,79.14279143284524,0.1846445274716938,0.28507602047553904
pca_1,all_references,ridge,clock_NY_macro_end1h_quote,2026-02,324,105.54384841988619,46.59576595336984,106.2212148904632,0.5585174631116594,0.5613327714108707
pca_1,all_references,ridge,clock_NY_macro_end1h_quote,2026-03,236,128.60240883467117,57.37308215944256,133.64273219884114,0.5538724143713334,0.5706980752677244
pca_1,mean_market,lightgbm,clock_NY_macro_end1h_quote,all,906,97.74484262511619,102.43434933974083,103.02291860838967,-0.04797702455371944,0.00571299354162258
pca_1,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-01,346,69.39437007320736,74.16247019833125,79.14279143284524,-0.06871018672111018,0.06292829889301954
pca_1,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-02,324,105.54384841988619,108.10698292667382,106.2212148904632,-0.024285020350884867,-0.017753214724151478
pca_1,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-03,236,128.60240883467117,136.09594637686553,133.64273219884114,-0.058269029406967876,-0.018356510209431853
pca_1,mean_market,ridge,clock_NY_macro_end1h_quote,all,906,97.74484262511619,102.13893129188351,103.02291860838967,-0.04495468557476845,0.008580491879349395
pca_1,mean_market,ridge,clock_NY_macro_end1h_quote,2026-01,346,69.39437007320736,82.26046531993833,79.14279143284524,-0.1854054620448018,-0.039393024060043746
pca_1,mean_market,ridge,clock_NY_macro_end1h_quote,2026-02,324,105.54384841988619,109.79290584375819,106.2212148904632,-0.040258693306008064,-0.033625024501726664
pca_1,mean_market,ridge,clock_NY_macro_end1h_quote,2026-03,236,128.60240883467117,120.77478498461919,133.64273219884114,0.060866852502856506,0.09628617286180818
pca_2,all_references,lightgbm,clock_NY_macro_end1h_quote,all,906,49.36148619230666,52.614489278289675,54.291375761009824,-0.06590164391140285,0.030886792961404952
pca_2,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-01,346,44.064303293697336,48.840944030968494,52.858810456744955,-0.1084015944932546,0.07601129104228199
pca_2,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-02,324,43.807805791778684,47.53802060112726,45.39071574027648,-0.08514954679717412,-0.04730713816317755
pca_2,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-03,236,64.75223929692483,65.11627956207673,68.6112123796253,-0.005622049045787891,0.05093821689392597
pca_2,all_references,ridge,clock_NY_macro_end1h_quote,all,906,49.36148619230666,56.378162092573504,54.291375761009824,-0.1421487974031148,-0.03843679225867658
pca_2,all_references,ridge,clock_NY_macro_end1h_quote,2026-01,346,44.064303293697336,61.05112255580965,52.858810456744955,-0.38550068859348086,-0.15498479871711401
pca_2,all_references,ridge,clock_NY_macro_end1h_quote,2026-02,324,43.807805791778684,50.79375610141258,45.39071574027648,-0.15946816288491084,-0.11903404194047185
pca_2,all_references,ridge,clock_NY_macro_end1h_quote,2026-03,236,64.75223929692483,57.193853706371925,68.6112123796253,0.1167277869093225,0.16640660144702324
pca_2,mean_market,lightgbm,clock_NY_macro_end1h_quote,all,906,49.36148619230666,52.06118724410505,54.291375761009824,-0.05469245883887419,0.041078135995706644
pca_2,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-01,346,44.064303293697336,48.57109272841617,52.858810456744955,-0.10227756024372359,0.08111642489263893
pca_2,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-02,324,43.807805791778684,45.90140371176279,45.39071574027648,-0.04779052230862946,-0.011250934539310808
pca_2,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-03,236,64.75223929692483,65.63467269710186,68.6112123796253,-0.013627843758894365,0.04338270057165394
pca_2,mean_market,ridge,clock_NY_macro_end1h_quote,all,906,49.36148619230666,53.60473658669223,54.291375761009824,-0.08596277627975701,0.012647297378135525
pca_2,mean_market,ridge,clock_NY_macro_end1h_quote,2026-01,346,44.064303293697336,57.59086794856444,52.858810456744955,-0.306973301375262,-0.08952258764301524
pca_2,mean_market,ridge,clock_NY_macro_end1h_quote,2026-02,324,43.807805791778684,46.96634194446546,45.39071574027648,-0.07209984831697591,-0.03471252167964578
pca_2,mean_market,ridge,clock_NY_macro_end1h_quote,2026-03,236,64.75223929692483,56.874390878529915,68.6112123796253,0.12166140513335177,0.1710627329561769
sequential_ols,all_references,lightgbm,clock_NY_macro_end1h_quote,all,906,99.42840201074073,92.26353736754992,104.24814365025864,0.07206054304701415,0.11496229921288381
sequential_ols,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-01,346,70.23940003188287,67.38200919785379,79.25323614267215,0.04068074090513385,0.14978854520776552
sequential_ols,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-02,324,107.79819415789883,85.33377440220912,108.38362506363289,0.20839328461091533,0.21266912458308185
sequential_ols,all_references,lightgbm,clock_NY_macro_end1h_quote,2026-03,236,130.7317156929678,138.2561303653689,135.21569458115553,-0.05755615332145325,-0.02248582010861555
sequential_ols,all_references,ridge,clock_NY_macro_end1h_quote,all,906,99.42840201074073,53.04992258122508,104.24814365025864,0.4664510189402986,0.49111877944606963
sequential_ols,all_references,ridge,clock_NY_macro_end1h_quote,2026-01,346,70.23940003188287,56.366211967797376,79.25323614267215,0.19751290668468424,0.2887834653675645
sequential_ols,all_references,ridge,clock_NY_macro_end1h_quote,2026-02,324,107.79819415789883,46.328417655719214,108.38362506363289,0.5702301136152703,0.5725515027891028
sequential_ols,all_references,ridge,clock_NY_macro_end1h_quote,2026-03,236,130.7317156929678,57.41573388677545,135.21569458115553,0.5608125114672239,0.5753767041272349
sequential_ols,mean_market,lightgbm,clock_NY_macro_end1h_quote,all,906,99.42840201074073,104.08288095348368,104.24814365025864,-0.04681236798153665,0.0015852819147494923
sequential_ols,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-01,346,70.23940003188287,74.93398029562434,79.25323614267215,-0.06683685028076147,0.054499425604176754
sequential_ols,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-02,324,107.79819415789883,110.30685359789362,108.38362506363289,-0.023271813220917092,-0.017744641158953467
sequential_ols,mean_market,lightgbm,clock_NY_macro_end1h_quote,2026-03,236,130.7317156929678,138.27335760954526,135.21569458115553,-0.05768792887480734,-0.022613225763925993
sequential_ols,mean_market,ridge,clock_NY_macro_end1h_quote,all,906,99.42840201074073,103.74826552689424,104.24814365025864,-0.04344697720965951,0.004795079373705047
sequential_ols,mean_market,ridge,clock_NY_macro_end1h_quote,2026-01,346,70.23940003188287,82.95229012149791,79.25323614267215,-0.18099371697144973,-0.04667385407665492
sequential_ols,mean_market,ridge,clock_NY_macro_end1h_quote,2026-02,324,107.79819415789883,111.76411551272503,108.38362506363289,-0.036790239259639756,-0.03119004782417467
sequential_ols,mean_market,ridge,clock_NY_macro_end1h_quote,2026-03,236,130.7317156929678,123.23246931866524,135.21569458115553,0.05736363463564609,0.08862303521502857
