definition,variant,information,calibration,threshold_bp,sample,strategy,fold,n,events,alarms,true_positives,false_positives,false_negatives,alarm_rate,recall,precision,cost,missed_severity_bp
PCA,original,R,raw,-10.0,full,threshold,2025-12,139,29.0,44.0,23.0,21.0,6.0,0.31654676258992803,0.7931034482758621,0.5227272727272727,0.0539568345323741,0.5785604081328781
PCA,original,R,raw,-10.0,full,threshold,2026-01,137,17.0,35.0,10.0,25.0,7.0,0.25547445255474455,0.5882352941176471,0.2857142857142857,0.06423357664233577,0.2001011047863974
PCA,original,R,raw,-10.0,full,threshold,2026-02,128,27.0,54.0,25.0,29.0,2.0,0.421875,0.9259259259259259,0.46296296296296297,0.03671875000000001,0.07691566890177418
PCA,original,R,raw,-10.0,full,threshold,2026-03,105,31.0,33.0,21.0,12.0,10.0,0.3142857142857143,0.6774193548387096,0.6363636363636364,0.09714285714285714,0.49509657975679877
PCA,original,R,raw,-10.0,full,historical,2025-12,139,29.0,139.0,29.0,110.0,0.0,1.0,1.0,0.20863309352517986,0.07913669064748201,0.0
PCA,original,R,raw,-10.0,full,historical,2026-01,137,17.0,137.0,17.0,120.0,0.0,1.0,1.0,0.12408759124087591,0.08759124087591241,0.0
PCA,original,R,raw,-10.0,full,historical,2026-02,128,27.0,128.0,27.0,101.0,0.0,1.0,1.0,0.2109375,0.07890625,0.0
PCA,original,R,raw,-10.0,full,historical,2026-03,105,31.0,105.0,31.0,74.0,0.0,1.0,1.0,0.29523809523809524,0.07047619047619046,0.0
PCA,original,R,raw,-10.0,full,state_hist,2025-12,139,29.0,43.0,23.0,20.0,6.0,0.30935251798561153,0.7931034482758621,0.5348837209302325,0.05323741007194245,0.5785604081328781
PCA,original,R,raw,-10.0,full,state_hist,2026-01,137,17.0,23.0,9.0,14.0,8.0,0.1678832116788321,0.5294117647058824,0.391304347826087,0.06277372262773724,0.20381878323658748
PCA,original,R,raw,-10.0,full,state_hist,2026-02,128,27.0,45.0,25.0,20.0,2.0,0.3515625,0.9259259259259259,0.5555555555555556,0.029687500000000002,0.07691566890177418
PCA,original,R,raw,-10.0,full,state_hist,2026-03,105,31.0,30.0,20.0,10.0,11.0,0.2857142857142857,0.6451612903225806,0.6666666666666666,0.10380952380952381,0.49963966609445315
PCA,original,R,raw,-10.0,full,always_alarm,2025-12,139,29.0,139.0,29.0,110.0,0.0,1.0,1.0,0.20863309352517986,0.07913669064748201,0.0
PCA,original,R,raw,-10.0,full,always_alarm,2026-01,137,17.0,137.0,17.0,120.0,0.0,1.0,1.0,0.12408759124087591,0.08759124087591241,0.0
PCA,original,R,raw,-10.0,full,always_alarm,2026-02,128,27.0,128.0,27.0,101.0,0.0,1.0,1.0,0.2109375,0.07890625,0.0
PCA,original,R,raw,-10.0,full,always_alarm,2026-03,105,31.0,105.0,31.0,74.0,0.0,1.0,1.0,0.29523809523809524,0.07047619047619046,0.0
PCA,original,R,raw,-10.0,full,never_alarm,2025-12,139,29.0,0.0,0.0,0.0,29.0,0.0,0.0,,0.18776978417266188,1.8061985596405814
PCA,original,R,raw,-10.0,full,never_alarm,2026-01,137,17.0,0.0,0.0,0.0,17.0,0.0,0.0,,0.11167883211678832,0.6013311895907325
PCA,original,R,raw,-10.0,full,never_alarm,2026-02,128,27.0,0.0,0.0,0.0,27.0,0.0,0.0,,0.18984375,2.029933751849533
PCA,original,R,raw,-10.0,full,never_alarm,2026-03,105,31.0,0.0,0.0,0.0,31.0,0.0,0.0,,0.2657142857142857,3.0232217621839683
PCA,original,R,raw,-10.0,nonoverlap,ml_selected,2025-12,40,7.0,11.0,4.0,7.0,3.0,0.275,0.5714285714285714,0.36363636363636365,0.085,0.6057565647993417
PCA,original,R,raw,-10.0,nonoverlap,ml_selected,2026-01,37,5.0,8.0,2.0,6.0,3.0,0.21621621621621623,0.4,0.25,0.0891891891891892,0.3557192767978939
PCA,original,R,raw,-10.0,nonoverlap,ml_selected,2026-02,36,9.0,17.0,9.0,8.0,0.0,0.4722222222222222,1.0,0.5294117647058824,0.022222222222222223,0.0
PCA,original,R,raw,-10.0,nonoverlap,ml_selected,2026-03,25,9.0,9.0,7.0,2.0,2.0,0.36,0.7777777777777778,0.7777777777777778,0.08,0.5351259932232979
PCA,original,R,raw,-10.0,nonoverlap,linear,2025-12,40,7.0,13.0,4.0,9.0,3.0,0.325,0.5714285714285714,0.3076923076923077,0.09,0.6057565647993417
PCA,original,R,raw,-10.0,nonoverlap,linear,2026-01,37,5.0,20.0,5.0,15.0,0.0,0.5405405405405406,1.0,0.25,0.04054054054054055,0.0
PCA,original,R,raw,-10.0,nonoverlap,linear,2026-02,36,9.0,16.0,9.0,7.0,0.0,0.4444444444444444,1.0,0.5625,0.019444444444444445,0.0
PCA,original,R,raw,-10.0,nonoverlap,linear,2026-03,25,9.0,8.0,6.0,2.0,3.0,0.32,0.6666666666666666,0.75,0.11599999999999999,0.5857306961390303
PCA,original,R,raw,-10.0,nonoverlap,threshold,2025-12,40,7.0,11.0,4.0,7.0,3.0,0.275,0.5714285714285714,0.36363636363636365,0.085,0.6057565647993417
PCA,original,R,raw,-10.0,nonoverlap,threshold,2026-01,37,5.0,10.0,3.0,7.0,2.0,0.2702702702702703,0.6,0.3,0.06756756756756759,0.3419538187525955
PCA,original,R,raw,-10.0,nonoverlap,threshold,2026-02,36,9.0,17.0,9.0,8.0,0.0,0.4722222222222222,1.0,0.5294117647058824,0.022222222222222223,0.0
PCA,original,R,raw,-10.0,nonoverlap,threshold,2026-03,25,9.0,7.0,6.0,1.0,3.0,0.28,0.6666666666666666,0.8571428571428571,0.11199999999999999,0.5857306961390303
PCA,original,R,raw,-10.0,nonoverlap,historical,2025-12,40,7.0,40.0,7.0,33.0,0.0,1.0,1.0,0.175,0.0825,0.0
PCA,original,R,raw,-10.0,nonoverlap,historical,2026-01,37,5.0,37.0,5.0,32.0,0.0,1.0,1.0,0.13513513513513514,0.0864864864864865,0.0
PCA,original,R,raw,-10.0,nonoverlap,historical,2026-02,36,9.0,36.0,9.0,27.0,0.0,1.0,1.0,0.25,0.07500000000000001,0.0
PCA,original,R,raw,-10.0,nonoverlap,historical,2026-03,25,9.0,25.0,9.0,16.0,0.0,1.0,1.0,0.36,0.064,0.0
PCA,original,R,raw,-10.0,nonoverlap,state_hist,2025-12,40,7.0,11.0,4.0,7.0,3.0,0.275,0.5714285714285714,0.36363636363636365,0.085,0.6057565647993417
PCA,original,R,raw,-10.0,nonoverlap,state_hist,2026-01,37,5.0,6.0,2.0,4.0,3.0,0.16216216216216217,0.4,0.3333333333333333,0.08378378378378379,0.3557192767978939
PCA,original,R,raw,-10.0,nonoverlap,state_hist,2026-02,36,9.0,15.0,9.0,6.0,0.0,0.4166666666666667,1.0,0.6,0.016666666666666666,0.0
PCA,original,R,raw,-10.0,nonoverlap,state_hist,2026-03,25,9.0,6.0,5.0,1.0,4.0,0.24,0.5555555555555556,0.8333333333333334,0.14800000000000002,0.6048116587571783
PCA,original,R,raw,-10.0,nonoverlap,always_alarm,2025-12,40,7.0,40.0,7.0,33.0,0.0,1.0,1.0,0.175,0.0825,0.0
PCA,original,R,raw,-10.0,nonoverlap,always_alarm,2026-01,37,5.0,37.0,5.0,32.0,0.0,1.0,1.0,0.13513513513513514,0.0864864864864865,0.0
PCA,original,R,raw,-10.0,nonoverlap,always_alarm,2026-02,36,9.0,36.0,9.0,27.0,0.0,1.0,1.0,0.25,0.07500000000000001,0.0
PCA,original,R,raw,-10.0,nonoverlap,always_alarm,2026-03,25,9.0,25.0,9.0,16.0,0.0,1.0,1.0,0.36,0.064,0.0
PCA,original,R,raw,-10.0,nonoverlap,never_alarm,2025-12,40,7.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.15750000000000003,1.5367736973076471
PCA,original,R,raw,-10.0,nonoverlap,never_alarm,2026-01,37,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.12162162162162163,0.8370026359961453
PCA,original,R,raw,-10.0,nonoverlap,never_alarm,2026-02,36,9.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.22499999999999998,2.9401002416506095
PCA,original,R,raw,-10.0,nonoverlap,never_alarm,2026-03,25,9.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.32400000000000007,3.001513185924237
PCA,original,R,raw,-20.0,full,ml_selected,2025-12,139,7.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.04532374100719425,0.48166349436034556
PCA,original,R,raw,-20.0,full,ml_selected,2026-01,137,1.0,3.25,1.0,2.25,0.0,0.023722627737226276,1.0,0.3076923076923077,0.0016423357664233577,0.0
PCA,original,R,raw,-20.0,full,ml_selected,2026-02,128,13.0,10.0,5.0,5.0,8.0,0.078125,0.38461538461538464,0.5,0.06015625000000001,0.2995777036473496
PCA,original,R,raw,-20.0,full,ml_selected,2026-03,105,16.0,13.0,7.0,6.0,9.0,0.12380952380952381,0.4375,0.5384615384615384,0.08285714285714285,0.4596969857405938
PCA,original,R,raw,-20.0,full,linear,2025-12,139,7.0,7.0,3.0,4.0,4.0,0.050359712230215826,0.42857142857142855,0.42857142857142855,0.02877697841726619,0.4105666163454575
PCA,original,R,raw,-20.0,full,linear,2026-01,137,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.006569343065693431,0.026432478600494757
PCA,original,R,raw,-20.0,full,linear,2026-02,128,13.0,10.0,5.0,5.0,8.0,0.078125,0.38461538461538464,0.5,0.06015625000000001,0.2995777036473496
PCA,original,R,raw,-20.0,full,linear,2026-03,105,16.0,10.0,7.0,3.0,9.0,0.09523809523809523,0.4375,0.7,0.08,0.4596969857405938
PCA,original,R,raw,-20.0,full,threshold,2025-12,139,7.0,11.0,3.0,8.0,4.0,0.07913669064748201,0.42857142857142855,0.2727272727272727,0.031654676258992806,0.4105666163454575
PCA,original,R,raw,-20.0,full,threshold,2026-01,137,1.0,4.0,1.0,3.0,0.0,0.029197080291970802,1.0,0.25,0.0021897810218978104,0.0
PCA,original,R,raw,-20.0,full,threshold,2026-02,128,13.0,16.0,8.0,8.0,5.0,0.125,0.6153846153846154,0.5,0.041406250000000006,0.2002637811007688
PCA,original,R,raw,-20.0,full,threshold,2026-03,105,16.0,13.0,7.0,6.0,9.0,0.12380952380952381,0.4375,0.5384615384615384,0.08285714285714285,0.4596969857405938
PCA,original,R,raw,-20.0,full,historical,2025-12,139,7.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.04532374100719425,0.48166349436034556
PCA,original,R,raw,-20.0,full,historical,2026-01,137,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.006569343065693431,0.026432478600494757
PCA,original,R,raw,-20.0,full,historical,2026-02,128,13.0,0.0,0.0,0.0,13.0,0.0,0.0,,0.09140625000000001,0.6141654518088064
PCA,original,R,raw,-20.0,full,historical,2026-03,105,16.0,0.0,0.0,0.0,16.0,0.0,0.0,,0.13714285714285715,0.8413092884562101
PCA,original,R,raw,-20.0,full,state_hist,2025-12,139,7.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.04532374100719425,0.48166349436034556
PCA,original,R,raw,-20.0,full,state_hist,2026-01,137,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.006569343065693431,0.026432478600494757
PCA,original,R,raw,-20.0,full,state_hist,2026-02,128,13.0,0.0,0.0,0.0,13.0,0.0,0.0,,0.09140625000000001,0.6141654518088064
PCA,original,R,raw,-20.0,full,state_hist,2026-03,105,16.0,30.0,15.0,15.0,1.0,0.2857142857142857,0.9375,0.5,0.02285714285714286,0.024368034926919826
PCA,original,R,raw,-20.0,full,always_alarm,2025-12,139,7.0,139.0,7.0,132.0,0.0,1.0,1.0,0.050359712230215826,0.0949640287769784,0.0
PCA,original,R,raw,-20.0,full,always_alarm,2026-01,137,1.0,137.0,1.0,136.0,0.0,1.0,1.0,0.0072992700729927005,0.09927007299270071,0.0
PCA,original,R,raw,-20.0,full,always_alarm,2026-02,128,13.0,128.0,13.0,115.0,0.0,1.0,1.0,0.1015625,0.08984375000000001,0.0
PCA,original,R,raw,-20.0,full,always_alarm,2026-03,105,16.0,105.0,16.0,89.0,0.0,1.0,1.0,0.1523809523809524,0.08476190476190475,0.0
PCA,original,R,raw,-20.0,full,never_alarm,2025-12,139,7.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.04532374100719425,0.48166349436034556
PCA,original,R,raw,-20.0,full,never_alarm,2026-01,137,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.006569343065693431,0.026432478600494757
PCA,original,R,raw,-20.0,full,never_alarm,2026-02,128,13.0,0.0,0.0,0.0,13.0,0.0,0.0,,0.09140625000000001,0.6141654518088064
PCA,original,R,raw,-20.0,full,never_alarm,2026-03,105,16.0,0.0,0.0,0.0,16.0,0.0,0.0,,0.13714285714285715,0.8413092884562101
PCA,original,R,raw,-20.0,nonoverlap,ml_selected,2025-12,40,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.045,0.4997786053480648
PCA,original,R,raw,-20.0,nonoverlap,ml_selected,2026-01,37,0.0,1.25,0.0,1.25,0.0,0.033783783783783786,,0.0,0.0033783783783783786,0.0
PCA,original,R,raw,-20.0,nonoverlap,ml_selected,2026-02,36,5.0,4.0,2.0,2.0,3.0,0.1111111111111111,0.4,0.5,0.08055555555555556,0.6814138848172739
PCA,original,R,raw,-20.0,nonoverlap,ml_selected,2026-03,25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.14400000000000002,0.6104160650822298
PCA,original,R,raw,-20.0,nonoverlap,linear,2025-12,40,2.0,1.0,1.0,0.0,1.0,0.025,0.5,1.0,0.0225,0.2619236269720564
PCA,original,R,raw,-20.0,nonoverlap,linear,2026-01,37,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
PCA,original,R,raw,-20.0,nonoverlap,linear,2026-02,36,5.0,4.0,2.0,2.0,3.0,0.1111111111111111,0.4,0.5,0.08055555555555556,0.6814138848172739
PCA,original,R,raw,-20.0,nonoverlap,linear,2026-03,25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.14400000000000002,0.6104160650822298
PCA,original,R,raw,-20.0,nonoverlap,threshold,2025-12,40,2.0,2.0,1.0,1.0,1.0,0.05,0.5,0.5,0.025,0.2619236269720564
PCA,original,R,raw,-20.0,nonoverlap,threshold,2026-01,37,0.0,2.0,0.0,2.0,0.0,0.05405405405405406,,0.0,0.005405405405405406,0.0
PCA,original,R,raw,-20.0,nonoverlap,threshold,2026-02,36,5.0,6.0,3.0,3.0,2.0,0.16666666666666666,0.6,0.5,0.058333333333333334,0.5136544523928231
PCA,original,R,raw,-20.0,nonoverlap,threshold,2026-03,25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.14400000000000002,0.6104160650822298
PCA,original,R,raw,-20.0,nonoverlap,historical,2025-12,40,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.045,0.4997786053480648
PCA,original,R,raw,-20.0,nonoverlap,historical,2026-01,37,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
PCA,original,R,raw,-20.0,nonoverlap,historical,2026-02,36,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.125,1.2223334269218595
PCA,original,R,raw,-20.0,nonoverlap,historical,2026-03,25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.14400000000000002,0.6104160650822298
PCA,original,R,raw,-20.0,nonoverlap,state_hist,2025-12,40,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.045,0.4997786053480648
PCA,original,R,raw,-20.0,nonoverlap,state_hist,2026-01,37,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
PCA,original,R,raw,-20.0,nonoverlap,state_hist,2026-02,36,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.125,1.2223334269218595
PCA,original,R,raw,-20.0,nonoverlap,state_hist,2026-03,25,4.0,6.0,4.0,2.0,0.0,0.24,1.0,0.6666666666666666,0.008,0.0
PCA,original,R,raw,-20.0,nonoverlap,always_alarm,2025-12,40,2.0,40.0,2.0,38.0,0.0,1.0,1.0,0.05,0.095,0.0
PCA,original,R,raw,-20.0,nonoverlap,always_alarm,2026-01,37,0.0,37.0,0.0,37.0,0.0,1.0,,0.0,0.10000000000000002,0.0
PCA,original,R,raw,-20.0,nonoverlap,always_alarm,2026-02,36,5.0,36.0,5.0,31.0,0.0,1.0,1.0,0.1388888888888889,0.08611111111111112,0.0
PCA,original,R,raw,-20.0,nonoverlap,always_alarm,2026-03,25,4.0,25.0,4.0,21.0,0.0,1.0,1.0,0.16,0.084,0.0
PCA,original,R,raw,-20.0,nonoverlap,never_alarm,2025-12,40,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.045,0.4997786053480648
PCA,original,R,raw,-20.0,nonoverlap,never_alarm,2026-01,37,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
PCA,original,R,raw,-20.0,nonoverlap,never_alarm,2026-02,36,5.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.125,1.2223334269218595
PCA,original,R,raw,-20.0,nonoverlap,never_alarm,2026-03,25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.14400000000000002,0.6104160650822298
PCA,original,R,calibrated,-5.0,full,ml_selected,2025-12,139,48.0,127.25,46.0,81.25,2.0,0.9154676258992805,0.9583333333333334,0.3614931237721022,0.07140287769784173,0.0759138207177421
PCA,original,R,calibrated,-5.0,full,ml_selected,2026-01,137,34.0,99.25,30.75,68.5,3.25,0.7244525547445255,0.9044117647058824,0.30982367758186397,0.07135036496350365,0.06841277031477501
PCA,original,R,calibrated,-5.0,full,ml_selected,2026-02,128,38.0,113.25,37.5,75.75,0.5,0.884765625,0.9868421052631579,0.33112582781456956,0.0626953125,0.0030625882357199347
PCA,original,R,calibrated,-5.0,full,ml_selected,2026-03,105,41.0,95.0,41.0,54.0,0.0,0.9047619047619048,1.0,0.43157894736842106,0.05142857142857142,0.0
PCA,original,R,calibrated,-5.0,full,linear,2025-12,139,48.0,120.0,46.0,74.0,2.0,0.8633093525179856,0.9583333333333334,0.38333333333333336,0.06618705035971224,0.5766777414531582
PCA,original,R,calibrated,-5.0,full,linear,2026-01,137,34.0,134.0,34.0,100.0,0.0,0.9781021897810219,1.0,0.2537313432835821,0.072992700729927,0.0
PCA,original,R,calibrated,-5.0,full,linear,2026-02,128,38.0,115.0,37.0,78.0,1.0,0.8984375,0.9736842105263158,0.3217391304347826,0.06796875000000001,0.023663473059277892
PCA,original,R,calibrated,-5.0,full,linear,2026-03,105,41.0,82.0,41.0,41.0,0.0,0.780952380952381,1.0,0.5,0.039047619047619046,0.0
PCA,original,R,calibrated,-5.0,full,threshold,2025-12,139,48.0,119.0,47.0,72.0,1.0,0.8561151079136691,0.9791666666666666,0.3949579831932773,0.058273381294964025,0.3933903667849405
PCA,original,R,calibrated,-5.0,full,threshold,2026-01,137,34.0,127.0,34.0,93.0,0.0,0.927007299270073,1.0,0.2677165354330709,0.06788321167883211,0.0
PCA,original,R,calibrated,-5.0,full,threshold,2026-02,128,38.0,102.0,37.0,65.0,1.0,0.796875,0.9736842105263158,0.3627450980392157,0.057812499999999996,0.006125176471439869
PCA,original,R,calibrated,-5.0,full,threshold,2026-03,105,41.0,93.0,41.0,52.0,0.0,0.8857142857142857,1.0,0.44086021505376344,0.04952380952380952,0.0
PCA,original,R,calibrated,-5.0,full,historical,2025-12,139,48.0,139.0,48.0,91.0,0.0,1.0,1.0,0.34532374100719426,0.06546762589928055,0.0
PCA,original,R,calibrated,-5.0,full,historical,2026-01,137,34.0,137.0,34.0,103.0,0.0,1.0,1.0,0.24817518248175183,0.0751824817518248,0.0
PCA,original,R,calibrated,-5.0,full,historical,2026-02,128,38.0,128.0,38.0,90.0,0.0,1.0,1.0,0.296875,0.0703125,0.0
PCA,original,R,calibrated,-5.0,full,historical,2026-03,105,41.0,105.0,41.0,64.0,0.0,1.0,1.0,0.3904761904761905,0.06095238095238094,0.0
PCA,original,R,calibrated,-5.0,full,state_hist,2025-12,139,48.0,136.0,48.0,88.0,0.0,0.9784172661870504,1.0,0.35294117647058826,0.0633093525179856,0.0
PCA,original,R,calibrated,-5.0,full,state_hist,2026-01,137,34.0,117.0,32.0,85.0,2.0,0.8540145985401459,0.9411764705882353,0.27350427350427353,0.0751824817518248,0.059644656835878634
PCA,original,R,calibrated,-5.0,full,state_hist,2026-02,128,38.0,128.0,38.0,90.0,0.0,1.0,1.0,0.296875,0.0703125,0.0
PCA,original,R,calibrated,-5.0,full,state_hist,2026-03,105,41.0,105.0,41.0,64.0,0.0,1.0,1.0,0.3904761904761905,0.06095238095238094,0.0
PCA,original,R,calibrated,-5.0,full,always_alarm,2025-12,139,48.0,139.0,48.0,91.0,0.0,1.0,1.0,0.34532374100719426,0.06546762589928055,0.0
PCA,original,R,calibrated,-5.0,full,always_alarm,2026-01,137,34.0,137.0,34.0,103.0,0.0,1.0,1.0,0.24817518248175183,0.0751824817518248,0.0
PCA,original,R,calibrated,-5.0,full,always_alarm,2026-02,128,38.0,128.0,38.0,90.0,0.0,1.0,1.0,0.296875,0.0703125,0.0
PCA,original,R,calibrated,-5.0,full,always_alarm,2026-03,105,41.0,105.0,41.0,64.0,0.0,1.0,1.0,0.3904761904761905,0.06095238095238094,0.0
PCA,original,R,calibrated,-5.0,full,never_alarm,2025-12,139,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.31079136690647485,3.1863010722367435
PCA,original,R,calibrated,-5.0,full,never_alarm,2026-01,137,34.0,0.0,0.0,0.0,34.0,0.0,0.0,,0.22335766423357664,1.4914426159870255
PCA,original,R,calibrated,-5.0,full,never_alarm,2026-02,128,38.0,0.0,0.0,0.0,38.0,0.0,0.0,,0.2671875,3.344430727678688
PCA,original,R,calibrated,-5.0,full,never_alarm,2026-03,105,41.0,0.0,0.0,0.0,41.0,0.0,0.0,,0.3514285714285715,4.709320090865507
PCA,original,R,calibrated,-5.0,nonoverlap,ml_selected,2025-12,40,14.0,36.25,14.0,22.25,0.0,0.90625,1.0,0.38620689655172413,0.055625,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,ml_selected,2026-01,37,12.0,28.0,11.0,17.0,1.0,0.7567567567567568,0.9166666666666666,0.39285714285714285,0.07027027027027027,0.0355302201861466
PCA,original,R,calibrated,-5.0,nonoverlap,ml_selected,2026-02,36,12.0,30.5,11.5,19.0,0.5,0.8472222222222222,0.9583333333333334,0.3770491803278688,0.06527777777777778,0.010889202615893101
PCA,original,R,calibrated,-5.0,nonoverlap,ml_selected,2026-03,25,10.0,22.0,10.0,12.0,0.0,0.88,1.0,0.45454545454545453,0.04800000000000001,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,linear,2025-12,40,14.0,33.0,13.0,20.0,1.0,0.825,0.9285714285714286,0.3939393939393939,0.07250000000000001,0.6369236269720564
PCA,original,R,calibrated,-5.0,nonoverlap,linear,2026-01,37,12.0,36.0,12.0,24.0,0.0,0.972972972972973,1.0,0.3333333333333333,0.06486486486486487,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,linear,2026-02,36,12.0,32.0,12.0,20.0,0.0,0.8888888888888888,1.0,0.375,0.055555555555555566,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,linear,2026-03,25,10.0,17.0,10.0,7.0,0.0,0.68,1.0,0.5882352941176471,0.028000000000000004,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,threshold,2025-12,40,14.0,35.0,14.0,21.0,0.0,0.875,1.0,0.4,0.052500000000000005,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,threshold,2026-01,37,12.0,33.0,12.0,21.0,0.0,0.8918918918918919,1.0,0.36363636363636365,0.05675675675675676,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,threshold,2026-02,36,12.0,28.0,11.0,17.0,1.0,0.7777777777777778,0.9166666666666666,0.39285714285714285,0.07222222222222224,0.021778405231786202
PCA,original,R,calibrated,-5.0,nonoverlap,threshold,2026-03,25,10.0,21.0,10.0,11.0,0.0,0.84,1.0,0.47619047619047616,0.044000000000000004,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,historical,2025-12,40,14.0,40.0,14.0,26.0,0.0,1.0,1.0,0.35,0.065,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,historical,2026-01,37,12.0,37.0,12.0,25.0,0.0,1.0,1.0,0.32432432432432434,0.06756756756756759,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,historical,2026-02,36,12.0,36.0,12.0,24.0,0.0,1.0,1.0,0.3333333333333333,0.06666666666666668,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,historical,2026-03,25,10.0,25.0,10.0,15.0,0.0,1.0,1.0,0.4,0.06000000000000001,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,state_hist,2025-12,40,14.0,39.0,14.0,25.0,0.0,0.975,1.0,0.358974358974359,0.0625,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,state_hist,2026-01,37,12.0,32.0,12.0,20.0,0.0,0.8648648648648649,1.0,0.375,0.054054054054054064,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,state_hist,2026-02,36,12.0,36.0,12.0,24.0,0.0,1.0,1.0,0.3333333333333333,0.06666666666666668,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,state_hist,2026-03,25,10.0,25.0,10.0,15.0,0.0,1.0,1.0,0.4,0.06000000000000001,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,always_alarm,2025-12,40,14.0,40.0,14.0,26.0,0.0,1.0,1.0,0.35,0.065,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,always_alarm,2026-01,37,12.0,37.0,12.0,25.0,0.0,1.0,1.0,0.32432432432432434,0.06756756756756759,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,always_alarm,2026-02,36,12.0,36.0,12.0,24.0,0.0,1.0,1.0,0.3333333333333333,0.06666666666666668,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,always_alarm,2026-03,25,10.0,25.0,10.0,15.0,0.0,1.0,1.0,0.4,0.06000000000000001,0.0
PCA,original,R,calibrated,-5.0,nonoverlap,never_alarm,2025-12,40,14.0,0.0,0.0,0.0,14.0,0.0,0.0,,0.315,2.7961753840229884
PCA,original,R,calibrated,-5.0,nonoverlap,never_alarm,2026-01,37,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.2918918918918919,1.8274885926852924
PCA,original,R,calibrated,-5.0,nonoverlap,never_alarm,2026-02,36,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.30000000000000004,4.430939526411859
PCA,original,R,calibrated,-5.0,nonoverlap,never_alarm,2026-03,25,10.0,0.0,0.0,0.0,10.0,0.0,0.0,,0.36,4.837318666206423
PCA,original,R,calibrated,-10.0,full,ml_selected,2025-12,139,29.0,75.25,25.0,50.25,4.0,0.5413669064748201,0.8620689655172413,0.33222591362126247,0.06205035971223022,0.5515581238660335
PCA,original,R,calibrated,-10.0,full,ml_selected,2026-01,137,17.0,51.0,12.75,38.25,4.25,0.3722627737226277,0.75,0.25,0.05583941605839416,0.06838869568120862
PCA,original,R,calibrated,-10.0,full,ml_selected,2026-02,128,27.0,87.5,27.0,60.5,0.0,0.68359375,1.0,0.30857142857142855,0.047265625,0.0
PCA,original,R,calibrated,-10.0,full,ml_selected,2026-03,105,31.0,71.0,28.0,43.0,3.0,0.6761904761904762,0.9032258064516129,0.39436619718309857,0.06666666666666667,0.1500565270180864
PCA,original,R,calibrated,-10.0,full,linear,2025-12,139,29.0,94.0,25.0,69.0,4.0,0.6762589928057554,0.8620689655172413,0.26595744680851063,0.07553956834532374,0.5515581238660335
PCA,original,R,calibrated,-10.0,full,linear,2026-01,137,17.0,94.0,14.0,80.0,3.0,0.6861313868613139,0.8235294117647058,0.14893617021276595,0.0781021897810219,0.05013351586253559
