definition,variant,information,calibration,threshold_bp,sample,strategy,n,events,alarms,true_positives,false_positives,false_negatives,alarm_rate,recall,precision,cost,missed_severity_bp
EQ,own_scale,F,calibrated,-20.0,full,ml_selected,509,39.0,97.75,31.5,66.25,7.5,0.19204322200392926,0.8076923076923077,0.32225063938618925,0.026277013752455794,0.13589949495542353
EQ,own_scale,F,calibrated,-20.0,full,linear,509,39.0,109.0,24.0,85.0,15.0,0.21414538310412573,0.6153846153846154,0.22018348623853212,0.043222003929273084,0.21478647559301736
EQ,own_scale,F,calibrated,-20.0,full,threshold,509,39.0,105.0,24.0,81.0,15.0,0.206286836935167,0.6153846153846154,0.22857142857142856,0.042436149312377214,0.20676095042705517
EQ,own_scale,F,calibrated,-20.0,full,historical,509,39.0,181.0,22.0,159.0,17.0,0.3555992141453831,0.5641025641025641,0.12154696132596685,0.06129666011787818,0.25207331247043646
EQ,own_scale,F,calibrated,-20.0,full,state_hist,509,39.0,123.0,34.0,89.0,5.0,0.24165029469548133,0.8717948717948718,0.2764227642276423,0.026326129666011788,0.10559478214312608
EQ,own_scale,F,calibrated,-20.0,full,always_alarm,509,39.0,509.0,39.0,470.0,0.0,1.0,1.0,0.07662082514734773,0.09233791748526522,0.0
EQ,own_scale,F,calibrated,-20.0,full,never_alarm,509,39.0,0.0,0.0,0.0,39.0,0.0,0.0,,0.06895874263261297,0.48231836160373687
EQ,own_scale,F,calibrated,-20.0,nonoverlap,ml_selected,138,12.0,29.0,10.25,18.75,1.75,0.21014492753623187,0.8541666666666666,0.35344827586206895,0.025,0.07881427072788208
EQ,own_scale,F,calibrated,-20.0,nonoverlap,linear,138,12.0,28.0,7.0,21.0,5.0,0.2028985507246377,0.5833333333333334,0.25,0.04782608695652174,0.21433612654844356
EQ,own_scale,F,calibrated,-20.0,nonoverlap,threshold,138,12.0,24.0,6.0,18.0,6.0,0.17391304347826086,0.5,0.25,0.05217391304347827,0.19826303838078085
EQ,own_scale,F,calibrated,-20.0,nonoverlap,historical,138,12.0,45.0,5.0,40.0,7.0,0.32608695652173914,0.4166666666666667,0.1111111111111111,0.0746376811594203,0.37846124085833793
EQ,own_scale,F,calibrated,-20.0,nonoverlap,state_hist,138,12.0,32.0,11.0,21.0,1.0,0.2318840579710145,0.9166666666666666,0.34375,0.021739130434782608,0.07634412874445952
EQ,own_scale,F,calibrated,-20.0,nonoverlap,always_alarm,138,12.0,138.0,12.0,126.0,0.0,1.0,1.0,0.08695652173913043,0.09130434782608694,0.0
EQ,own_scale,F,calibrated,-20.0,nonoverlap,never_alarm,138,12.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.0782608695652174,0.5956038766107774
CAP,original,F,raw,-5.0,full,ml_selected,509,143.0,295.0,131.0,164.0,12.0,0.5795677799607073,0.916083916083916,0.4440677966101695,0.05343811394891945,0.09863442643780303
CAP,original,F,raw,-5.0,full,linear,509,143.0,399.0,137.0,262.0,6.0,0.7838899803536346,0.958041958041958,0.3433583959899749,0.06208251473477405,0.06095407209493743
CAP,original,F,raw,-5.0,full,threshold,509,143.0,325.0,132.0,193.0,11.0,0.6385068762278978,0.9230769230769231,0.40615384615384614,0.057367387033398824,0.0908217510320019
CAP,original,F,raw,-5.0,full,historical,509,143.0,509.0,143.0,366.0,0.0,1.0,1.0,0.28094302554027506,0.0719056974459725,0.0
