scenario,model,period,n,days,mae_bp,rmse_bp,residual_mean_bp,residual_q10_bp,residual_q50_bp,residual_q90_bp,residual_lag1h_corr,exact_1h_pairs
clock_FXKST_USNY_quote,eq4_exclude_ETH,2026-03,242,17,9.445636361774463,11.595062517118755,-2.152308178433686,-16.984720029215712,-2.1815610686854967,13.040881046189329,0.26911420289234533,223
clock_FXKST_USNY_quote,eq4_exclude_XRP,2026-03,242,17,9.928229726664497,12.09615454899875,-2.620699793773996,-17.5647978429609,-2.1589573261736064,12.6244313061002,0.30654261626149654,223
clock_FXKST_USNY_quote,eq4_exclude_SOL,2026-03,242,17,9.751910738354134,11.883846566259276,-2.4913034113853296,-17.577599938772813,-2.6964894099802095,13.128464764662125,0.29195447294633836,223
clock_FXKST_USNY_quote,eq4_exclude_DOGE,2026-03,242,17,6.270207374254681,7.614183544903378,-1.8640632957222116,-11.431650248886442,-1.9968665092988545,7.2366714314010085,0.30315336841529494,223
clock_FXKST_USNY_quote,individual_five_ols,2026-03,242,17,6.204558699943571,7.543253585370917,-1.836465944747699,-11.332089097630295,-1.8214528805924033,8.025211738328359,0.28323924945147644,223
clock_NY_macro_end1h_quote,eq4_exclude_BTC,2026-01,346,21,7.493937582311131,9.294236575109188,-2.7262144804990256,-14.35797616353762,-3.5118462555963177,9.439377534493964,0.16011309313640282,315
clock_NY_macro_end1h_quote,eq4_exclude_ETH,2026-01,346,21,7.5373593784239015,9.311761203996229,-2.7615123814806655,-14.16116898271175,-3.406522469060029,9.152668594051896,0.17028269416190633,315
clock_NY_macro_end1h_quote,eq4_exclude_XRP,2026-01,346,21,7.568174052304809,9.376246311812281,-3.0396491204580287,-14.18462685963063,-3.4448199231832746,8.671442490833517,0.18497590044170423,315
clock_NY_macro_end1h_quote,eq4_exclude_SOL,2026-01,346,21,7.661556028096126,9.359227639899402,-3.1946247710092943,-14.455100920261561,-4.006641831950528,8.884389358048566,0.18019462158000232,315
clock_NY_macro_end1h_quote,eq4_exclude_DOGE,2026-01,346,21,5.299862864779811,6.536838042214091,-2.4337618898176063,-10.110014518506318,-2.718844915107198,5.886610084905417,0.23646168583697907,315
clock_NY_macro_end1h_quote,individual_five_ols,2026-01,346,21,5.532530404132923,6.739834538825458,-2.5420663076612837,-10.668194545101372,-3.1831109669647333,5.771153462817571,0.23000711549952177,315
clock_NY_macro_end1h_quote,eq4_exclude_BTC,2026-02,324,20,9.831934494198633,12.022063513796066,-0.028416403311081098,-15.951763372910289,0.1131257823803935,16.227546167453898,0.07198107526585507,300
clock_NY_macro_end1h_quote,eq4_exclude_ETH,2026-02,324,20,9.719238781070342,11.894283216186539,0.24001964805230164,-14.78869119947481,-0.3945939267150038,15.810334768367998,0.04066151019492938,300
clock_NY_macro_end1h_quote,eq4_exclude_XRP,2026-02,324,20,9.866890855640747,12.189683777426067,-0.10335501416927682,-15.795769030170188,-0.06050574669225739,15.891871049586818,0.10618883490505791,300
clock_NY_macro_end1h_quote,eq4_exclude_SOL,2026-02,324,20,9.745286286044704,11.903265721016457,-0.16976539055683512,-15.615287483899365,0.18290079980751273,15.698290555410761,0.068047012754383,300
clock_NY_macro_end1h_quote,eq4_exclude_DOGE,2026-02,324,20,5.261602799222603,6.595554643872229,-0.5853871898589318,-8.978134404171529,-0.773031844695879,7.690474983468495,0.30241127335653656,300
